,loss,mae,mse,R2,val_loss,val_mae,val_mse,val_R2
0,0.3617902100086212,0.2888190448284149,0.1432122439146042,0.03043370693922043,0.28609025478363037,0.22201113402843475,0.08402681350708008,0.46000733971595764
1,0.260805606842041,0.19566774368286133,0.07029137760400772,0.5452870726585388,0.2599221467971802,0.19901996850967407,0.0691806972026825,0.546981155872345
2,0.25320565700531006,0.1871742159128189,0.06659393012523651,0.5633887648582458,0.2568894326686859,0.196259543299675,0.06771595031023026,0.5561195611953735
3,0.24678361415863037,0.1825488954782486,0.06310523301362991,0.582199215888977,0.24868537485599518,0.18489833176136017,0.06384364515542984,0.5826593637466431
4,0.24050703644752502,0.17709358036518097,0.059968460351228714,0.6037971377372742,0.2517983913421631,0.18276815116405487,0.06563643366098404,0.5734276175498962
5,0.2391786128282547,0.1760261058807373,0.05919373035430908,0.6141629219055176,0.24118781089782715,0.17469534277915955,0.060563307255506516,0.6054301261901855
6,0.2316061556339264,0.17069901525974274,0.05541132017970085,0.6323255896568298,0.2435511350631714,0.17534419894218445,0.06150282546877861,0.5997937321662903
7,0.23184926807880402,0.1706770956516266,0.05576511099934578,0.6311783194541931,0.24160143733024597,0.18584874272346497,0.05962401255965233,0.6076213121414185
8,0.2264718860387802,0.16710396111011505,0.05349636822938919,0.6515908241271973,0.23427532613277435,0.1769510954618454,0.056389980018138885,0.6291484236717224
9,0.2252773940563202,0.1663302332162857,0.05276884511113167,0.6522449851036072,0.2291470468044281,0.1705465018749237,0.054115694016218185,0.6429824233055115
10,0.21950221061706543,0.1619149148464203,0.04982801899313927,0.6689106225967407,0.22705955803394318,0.16794602572917938,0.05367766320705414,0.6497541069984436
11,0.21693167090415955,0.1610257774591446,0.04887257143855095,0.68097323179245,0.23718766868114471,0.17052385210990906,0.058502763509750366,0.6178660988807678
12,0.21296608448028564,0.157307431101799,0.04715244472026825,0.6915051937103271,0.22208456695079803,0.16562524437904358,0.0511065348982811,0.6647101640701294
13,0.21448227763175964,0.15893492102622986,0.047551870346069336,0.6874732375144958,0.22291062772274017,0.16424687206745148,0.051883623003959656,0.6605423092842102
14,0.21441613137722015,0.15892533957958221,0.04745884984731674,0.6853399872779846,0.22832176089286804,0.17525963485240936,0.053540702909231186,0.6466794013977051
15,0.21137891709804535,0.15681716799736023,0.046507254242897034,0.6946167349815369,0.2536426782608032,0.18904058635234833,0.06704281270503998,0.5635178089141846
16,0.2095373123884201,0.15546442568302155,0.04549321532249451,0.698470950126648,0.22205114364624023,0.1686762571334839,0.050625499337911606,0.6681837439537048
17,0.20757465064525604,0.1536978930234909,0.04478694498538971,0.7028206586837769,0.21674318611621857,0.16368451714515686,0.04833300784230232,0.6811121702194214
18,0.20620548725128174,0.15260620415210724,0.04415829852223396,0.707423210144043,0.22094987332820892,0.17142514884471893,0.04997080937027931,0.671643078327179
19,0.2040223926305771,0.15064610540866852,0.043099530041217804,0.7143929600715637,0.22256487607955933,0.16492144763469696,0.05160190165042877,0.6629105806350708
20,0.20213468372821808,0.14947767555713654,0.04230157658457756,0.7185662388801575,0.2366013079881668,0.18444275856018066,0.05693860352039337,0.6255215406417847
21,0.20247824490070343,0.14964626729488373,0.04232696443796158,0.7175315022468567,0.22443503141403198,0.16334643959999084,0.05244070291519165,0.6590089201927185
22,0.20066413283348083,0.14770136773586273,0.04159804433584213,0.721491813659668,0.22457537055015564,0.1642458140850067,0.052489493042230606,0.6567538380622864
23,0.1995488405227661,0.14695285260677338,0.04120498523116112,0.7273129224777222,0.21291081607341766,0.15842291712760925,0.047167111188173294,0.6911221742630005
24,0.19748163223266602,0.14495667815208435,0.04043825715780258,0.7347238063812256,0.21129493415355682,0.16074270009994507,0.04593810439109802,0.6969528794288635
25,0.1986570805311203,0.14658328890800476,0.04091094061732292,0.7278503179550171,0.2210734635591507,0.17019149661064148,0.05008987337350845,0.6707702279090881
26,0.19652128219604492,0.14444735646247864,0.03990980610251427,0.7358172535896301,0.21065472066402435,0.15392211079597473,0.04621221125125885,0.696284830570221
27,0.19459383189678192,0.1437513679265976,0.03939249366521835,0.7387362718582153,0.21741023659706116,0.1576150506734848,0.04910581186413765,0.6795313358306885
28,0.19212205708026886,0.14074619114398956,0.03818559646606445,0.7486934661865234,0.22415807843208313,0.16417664289474487,0.05246610566973686,0.6592354774475098
29,0.1940310150384903,0.14293792843818665,0.03880346566438675,0.7433852553367615,0.20641100406646729,0.15646710991859436,0.043877456337213516,0.7101154923439026
30,0.19279776513576508,0.1419091373682022,0.03850867599248886,0.7437939643859863,0.2097947895526886,0.1577633172273636,0.045476481318473816,0.7005749940872192
31,0.19081658124923706,0.14076972007751465,0.03781688213348389,0.7481862902641296,0.2115560919046402,0.16052678227424622,0.04582997038960457,0.6973598599433899
32,0.18823713064193726,0.1388349086046219,0.0369449146091938,0.7538180947303772,0.2074277251958847,0.1506933718919754,0.04497512802481651,0.7048861384391785
33,0.18916159868240356,0.13982339203357697,0.036982446908950806,0.7544829845428467,0.2104755938053131,0.15961399674415588,0.045900240540504456,0.6970717906951904
34,0.18794089555740356,0.13785527646541595,0.036619558930397034,0.753797709941864,0.23930352926254272,0.18893899023532867,0.058397483080625534,0.6074175238609314
35,0.1876925528049469,0.1382157802581787,0.036711111664772034,0.7567765116691589,0.20530031621456146,0.14797177910804749,0.04378050938248634,0.7108880281448364
36,0.1864854097366333,0.13643565773963928,0.036067426204681396,0.7592236399650574,0.2035066783428192,0.15081505477428436,0.042906541377305984,0.7177050113677979
37,0.1868228167295456,0.13780850172042847,0.036229535937309265,0.7570186853408813,0.2073879987001419,0.1505996733903885,0.04450073093175888,0.7037549614906311
38,0.18649423122406006,0.1369791179895401,0.036147791892290115,0.7591434717178345,0.19945767521858215,0.14849205315113068,0.04107997193932533,0.7283923029899597
39,0.18448586761951447,0.13573218882083893,0.035296838730573654,0.7662080526351929,0.20332294702529907,0.1519322395324707,0.04249321669340134,0.7169792652130127
40,0.1838633269071579,0.13498418033123016,0.035018548369407654,0.766974151134491,0.2037275731563568,0.14973308145999908,0.04295031353831291,0.7158557772636414
41,0.18261879682540894,0.13441777229309082,0.03451402112841606,0.7686081528663635,0.20646746456623077,0.15108588337898254,0.044369105249643326,0.7078644633293152
42,0.18347668647766113,0.13489332795143127,0.03502611815929413,0.7670398354530334,0.20045192539691925,0.14447461068630219,0.041875336319208145,0.7235342860221863
43,0.182878315448761,0.13439349830150604,0.03481057658791542,0.7699877619743347,0.2058095782995224,0.14930811524391174,0.04418879374861717,0.7092865705490112
44,0.1814238429069519,0.13251712918281555,0.03403899446129799,0.7730177640914917,0.19812868535518646,0.1441839635372162,0.04088892787694931,0.7297911047935486
45,0.1812235713005066,0.13343225419521332,0.03407081216573715,0.7737677097320557,0.19664537906646729,0.14600470662117004,0.04004530981183052,0.7339632511138916
46,0.17978015542030334,0.13178826868534088,0.033606067299842834,0.7787115573883057,0.20507268607616425,0.14835108816623688,0.043920934200286865,0.7131679654121399
47,0.1784430295228958,0.13119104504585266,0.03305511921644211,0.7819293737411499,0.19883233308792114,0.14520369470119476,0.040790706872940063,0.7296319603919983
48,0.17858047783374786,0.13121215999126434,0.032985102385282516,0.7788606882095337,0.20536407828330994,0.15134833753108978,0.043459806591272354,0.7103356122970581
49,0.18027567863464355,0.13230927288532257,0.033611658960580826,0.7737677097320557,0.2051914930343628,0.1526763141155243,0.043656520545482635,0.7089931964874268
50,0.17908719182014465,0.13137422502040863,0.033101316541433334,0.7807889580726624,0.22765962779521942,0.17161394655704498,0.052912499755620956,0.6437358260154724
51,0.17905518412590027,0.13136224448680878,0.03336386755108833,0.7777463793754578,0.2066047489643097,0.14685070514678955,0.044907573610544205,0.7067632079124451
52,0.1822820007801056,0.13342981040477753,0.034475892782211304,0.769055962562561,0.20448242127895355,0.15239854156970978,0.04311167821288109,0.7145509123802185
53,0.17743627727031708,0.13076311349868774,0.0326811783015728,0.7806891798973083,0.20086203515529633,0.1442960649728775,0.04214544594287872,0.7249267101287842
54,0.17689208686351776,0.12927106022834778,0.0326860249042511,0.7821077108383179,0.20431452989578247,0.1525687724351883,0.04293416440486908,0.7129582166671753
55,0.17506465315818787,0.1280655711889267,0.031771063804626465,0.7860918641090393,0.20671476423740387,0.15847061574459076,0.04369461163878441,0.7075854539871216
56,0.17773929238319397,0.1302844136953354,0.032649725675582886,0.7806122303009033,0.20908668637275696,0.15062345564365387,0.0460372157394886,0.7037158012390137
57,0.1722157597541809,0.12606070935726166,0.03079824335873127,0.7944103479385376,0.20248979330062866,0.1487332135438919,0.0426340214908123,0.7164941430091858
58,0.17436416447162628,0.1277243196964264,0.03154760226607323,0.7904351353645325,0.19769386947155,0.14220812916755676,0.04068000614643097,0.7324299812316895
